id,fechaInicio,duracion,cantidad,tipo,cliente
1,2020-02-09,11,18,APARTAMENTO,3433
2,2018-12-03,3,28,APARTAMENTO,3977
3,2019-02-13,27,8,APARTAMENTO,3209
4,2018-10-18,17,34,HABITACION,3452
5,2018-12-04,2,12,HABITACION,3329
6,2019-12-05,2,8,HABITACION,3032
7,2018-12-25,24,35,APARTAMENTO,3286
8,2019-10-28,7,26,APARTAMENTO,3234
9,2020-01-26,4,15,APARTAMENTO,3082
10,2018-10-30,25,1,HABITACION,3176
11,2020-03-08,25,19,HABITACION,3014
12,2019-11-21,3,18,HABITACION,3881
13,2019-03-24,24,23,HABITACION,3618
14,2019-04-04,13,4,HABITACION,3206
15,2020-03-04,28,37,APARTAMENTO,3483
16,2019-09-03,7,1,HABITACION,3408
17,2018-10-31,21,3,HABITACION,3915
18,2018-12-11,22,13,APARTAMENTO,3636
19,2019-05-11,16,2,APARTAMENTO,3960
20,2019-11-09,5,23,HABITACION,3072
21,2020-01-21,13,37,HABITACION,3624
22,2019-06-16,19,5,APARTAMENTO,3964
23,2019-06-24,14,16,HABITACION,3721
24,2019-03-14,20,14,HABITACION,3205
25,2018-12-15,5,2,APARTAMENTO,3739
26,2019-08-06,30,26,APARTAMENTO,3725
27,2019-10-01,3,3,APARTAMENTO,3944
28,2019-03-21,10,1,APARTAMENTO,3435
29,2019-07-25,7,6,HABITACION,3612
30,2020-05-07,8,29,APARTAMENTO,3552
31,2019-05-25,18,5,APARTAMENTO,3241
32,2018-12-17,23,21,HABITACION,3330
33,2019-02-05,7,32,APARTAMENTO,3065
34,2018-12-13,6,16,APARTAMENTO,3334
35,2020-04-27,14,27,HABITACION,3013
36,2019-05-09,11,4,HABITACION,3013
37,2019-05-12,10,17,APARTAMENTO,3753
38,2019-09-08,4,13,HABITACION,3173
39,2019-10-24,28,7,HABITACION,3542
40,2019-01-08,3,23,APARTAMENTO,3200
41,2019-09-12,5,5,HABITACION,3301
42,2019-03-03,25,33,HABITACION,3905
43,2019-04-02,28,29,HABITACION,3074
44,2018-12-17,25,21,HABITACION,3105
45,2019-05-06,8,20,HABITACION,3628
46,2019-02-26,29,16,HABITACION,3200
47,2020-05-20,13,3,HABITACION,3986
48,2019-10-16,9,16,APARTAMENTO,3336
49,2019-05-10,23,30,APARTAMENTO,3659
50,2020-01-22,15,22,HABITACION,3968
51,2019-10-19,15,11,APARTAMENTO,3585
52,2019-11-04,2,7,APARTAMENTO,3733
53,2019-08-04,20,14,APARTAMENTO,3896
54,2019-09-06,12,29,HABITACION,3956
55,2019-12-29,3,23,HABITACION,3904
56,2020-05-01,28,26,APARTAMENTO,3853
57,2020-01-13,5,26,HABITACION,3608
58,2019-10-17,8,18,HABITACION,3403
59,2019-02-11,8,11,APARTAMENTO,3226
60,2019-02-24,12,25,APARTAMENTO,3127
61,2019-07-28,1,15,APARTAMENTO,3011
62,2019-03-18,19,16,APARTAMENTO,3092
63,2019-11-25,25,1,HABITACION,3216
64,2018-11-12,13,11,HABITACION,3938
65,2019-06-29,13,10,APARTAMENTO,3778
66,2019-05-31,7,40,APARTAMENTO,3214
67,2019-11-12,3,11,HABITACION,3506
68,2019-08-21,26,26,HABITACION,3423
69,2020-04-24,15,32,HABITACION,3036
70,2018-11-17,28,19,HABITACION,3346
71,2019-11-06,14,24,APARTAMENTO,3210
72,2020-05-04,27,38,HABITACION,3346
73,2019-12-22,23,31,APARTAMENTO,3294
74,2019-01-17,1,27,APARTAMENTO,3139
75,2019-09-05,11,39,APARTAMENTO,3748
76,2019-05-26,30,23,APARTAMENTO,3979
77,2019-04-22,13,37,HABITACION,3782
78,2019-03-20,27,25,HABITACION,3104
79,2019-04-25,28,29,APARTAMENTO,3700
80,2019-01-28,27,30,APARTAMENTO,3209
81,2020-02-25,8,40,HABITACION,3661
82,2019-03-27,11,9,HABITACION,3792
83,2020-03-26,6,17,HABITACION,3570
84,2019-05-06,18,19,HABITACION,3753
85,2020-03-21,26,36,HABITACION,3522
86,2019-03-15,20,8,APARTAMENTO,3026
87,2018-12-06,22,31,APARTAMENTO,3140
88,2019-04-06,11,3,APARTAMENTO,3703
89,2020-05-04,25,31,HABITACION,3931
90,2019-09-08,26,11,HABITACION,3109
91,2019-03-21,25,2,HABITACION,3916
92,2019-02-09,13,35,APARTAMENTO,3739
93,2019-07-12,18,6,HABITACION,3115
94,2020-05-12,23,18,APARTAMENTO,3087
95,2019-10-27,4,13,APARTAMENTO,3150
96,2019-02-18,19,39,APARTAMENTO,3291
97,2019-12-23,9,19,APARTAMENTO,3428
98,2019-07-30,22,11,HABITACION,3879
99,2019-11-03,4,15,HABITACION,3726
100,2019-06-25,3,27,HABITACION,3192
101,2018-12-24,16,27,HABITACION,3529
102,2018-11-13,7,34,APARTAMENTO,3700
103,2019-10-02,24,14,HABITACION,3584
104,2018-10-21,23,6,APARTAMENTO,3559
105,2018-12-26,1,10,APARTAMENTO,3707
106,2019-06-25,20,12,APARTAMENTO,3202
107,2018-10-23,14,7,HABITACION,3354
108,2018-11-30,21,18,HABITACION,3292
109,2019-12-11,26,31,APARTAMENTO,3936
110,2019-06-27,26,16,APARTAMENTO,3172
111,2020-01-17,19,23,HABITACION,3956
112,2019-12-18,23,9,HABITACION,3054
113,2020-04-24,26,6,APARTAMENTO,3875
114,2018-11-03,4,36,APARTAMENTO,3647
115,2018-11-10,29,28,HABITACION,3056
116,2019-12-23,10,36,HABITACION,3910
117,2019-05-18,30,22,HABITACION,3666
118,2019-10-25,3,27,HABITACION,3483
119,2019-06-11,13,13,APARTAMENTO,3005
120,2020-05-09,26,36,APARTAMENTO,3932
121,2020-01-13,13,3,HABITACION,3274
122,2020-05-18,5,31,APARTAMENTO,3829
123,2020-04-26,20,11,HABITACION,3613
124,2020-03-17,12,36,APARTAMENTO,3064
125,2019-08-30,10,2,APARTAMENTO,3172
126,2020-03-31,16,1,APARTAMENTO,3190
127,2019-10-03,25,22,APARTAMENTO,3604
128,2019-05-20,12,21,HABITACION,3234
129,2019-05-07,28,7,HABITACION,3034
130,2019-12-08,4,29,APARTAMENTO,3038
131,2019-01-23,25,27,APARTAMENTO,3349
132,2019-10-23,4,29,HABITACION,3128
133,2018-12-21,19,12,APARTAMENTO,3185
134,2019-09-12,6,31,HABITACION,3907
135,2019-12-03,14,28,APARTAMENTO,3740
136,2020-05-13,24,15,APARTAMENTO,3065
137,2019-04-07,4,1,HABITACION,3138
138,2019-10-21,2,39,APARTAMENTO,3225
139,2020-03-06,11,37,HABITACION,3022
140,2020-05-04,14,5,APARTAMENTO,3718
141,2019-06-02,8,18,HABITACION,3268
142,2019-02-19,29,21,APARTAMENTO,3591
143,2019-03-24,23,23,HABITACION,3234
144,2020-03-20,17,9,HABITACION,3433
145,2019-09-07,26,18,HABITACION,3407
146,2019-09-04,30,26,APARTAMENTO,3584
147,2019-12-27,24,25,HABITACION,3615
148,2019-12-19,22,27,APARTAMENTO,3023
149,2019-05-13,21,15,HABITACION,3610
150,2019-11-12,4,18,APARTAMENTO,3578
151,2019-05-13,13,22,HABITACION,3976
152,2020-03-30,15,8,HABITACION,3660
153,2019-08-23,23,15,APARTAMENTO,3900
154,2018-10-21,25,11,APARTAMENTO,3235
155,2019-07-02,16,15,HABITACION,3133
156,2020-01-16,19,30,HABITACION,3751
157,2020-02-17,4,28,APARTAMENTO,3575
158,2019-10-12,21,34,HABITACION,3134
159,2018-11-09,24,9,APARTAMENTO,3362
160,2018-12-28,1,35,APARTAMENTO,3543
161,2020-03-30,12,33,HABITACION,3040
162,2019-12-11,30,15,HABITACION,3701
163,2019-05-05,5,8,APARTAMENTO,3539
164,2019-01-09,24,3,HABITACION,3208
165,2019-10-20,27,21,APARTAMENTO,3796
166,2020-02-07,8,13,HABITACION,3756
167,2018-11-01,22,12,HABITACION,3284
168,2019-06-11,10,18,APARTAMENTO,3085
169,2019-09-25,25,21,HABITACION,3701
170,2019-06-20,27,39,APARTAMENTO,3756
171,2020-05-02,19,37,APARTAMENTO,3953
172,2018-12-30,9,10,HABITACION,3201
173,2019-02-02,8,37,APARTAMENTO,3816
174,2020-03-03,22,22,HABITACION,3086
175,2018-11-28,25,36,APARTAMENTO,3242
176,2018-11-14,30,24,HABITACION,3893
177,2020-03-16,13,28,APARTAMENTO,3579
178,2019-08-12,3,16,HABITACION,3915
179,2019-01-09,7,15,APARTAMENTO,3163
180,2018-12-15,25,21,APARTAMENTO,3700
181,2019-02-13,5,39,HABITACION,3111
182,2020-05-15,7,24,APARTAMENTO,3183
183,2019-03-28,24,5,HABITACION,3508
184,2019-12-03,10,32,APARTAMENTO,3492
185,2020-04-28,3,3,HABITACION,3338
186,2018-11-21,7,17,APARTAMENTO,3653
187,2019-05-05,21,34,APARTAMENTO,3946
188,2019-09-16,28,17,APARTAMENTO,3390
189,2019-02-09,23,32,HABITACION,3643
190,2018-12-18,13,2,HABITACION,3743
191,2019-09-05,17,38,HABITACION,3574
192,2018-10-31,26,10,APARTAMENTO,3755
193,2019-06-17,20,18,APARTAMENTO,3657
194,2020-05-10,15,27,APARTAMENTO,3075
195,2019-05-13,7,8,APARTAMENTO,3139
196,2018-10-16,29,17,APARTAMENTO,3859
197,2019-04-23,15,22,HABITACION,3553
198,2019-08-13,24,38,APARTAMENTO,3668
199,2019-06-05,19,17,APARTAMENTO,3020
200,2020-01-18,5,12,HABITACION,3459
201,2019-05-24,18,4,HABITACION,3358
202,2018-11-29,3,20,HABITACION,3022
203,2019-10-11,3,27,APARTAMENTO,3618
204,2018-11-01,29,9,HABITACION,3179
205,2019-11-30,12,22,HABITACION,3501
206,2020-04-24,8,14,APARTAMENTO,3985
207,2019-10-01,16,28,APARTAMENTO,3861
208,2020-04-27,29,27,HABITACION,3104
209,2019-12-14,18,31,APARTAMENTO,3567
210,2020-03-03,7,18,HABITACION,3096
211,2020-01-15,16,14,HABITACION,3790
212,2019-10-13,2,31,APARTAMENTO,3876
213,2019-03-18,2,2,HABITACION,3857
214,2019-08-08,6,22,APARTAMENTO,3267
215,2019-09-19,22,1,HABITACION,3448
216,2020-05-20,28,19,HABITACION,3503
217,2019-11-02,7,19,APARTAMENTO,3622
218,2019-04-14,29,34,HABITACION,3491
219,2019-05-29,3,35,APARTAMENTO,3225
220,2019-10-16,1,32,HABITACION,3239
221,2019-11-16,9,19,APARTAMENTO,3836
222,2019-05-14,18,17,HABITACION,3327
223,2020-02-02,29,38,APARTAMENTO,3250
224,2020-05-10,4,15,HABITACION,3568
225,2019-01-12,25,21,HABITACION,3189
226,2019-06-15,20,37,HABITACION,3352
227,2019-09-01,22,3,APARTAMENTO,3055
228,2019-07-05,19,30,HABITACION,3270
229,2019-10-08,27,20,HABITACION,3647
230,2019-04-27,1,36,APARTAMENTO,3185
231,2019-04-17,20,1,HABITACION,3279
232,2020-01-18,27,25,HABITACION,3469
233,2019-09-11,3,14,APARTAMENTO,3247
234,2018-11-21,24,31,HABITACION,3636
235,2020-05-02,29,36,APARTAMENTO,3121
236,2018-12-25,9,29,APARTAMENTO,3712
237,2019-02-18,8,32,APARTAMENTO,3195
238,2019-04-26,1,38,APARTAMENTO,3008
239,2019-10-02,27,26,HABITACION,3595
240,2019-06-25,24,28,APARTAMENTO,3454
241,2019-11-04,15,10,APARTAMENTO,3956
242,2019-01-13,1,28,HABITACION,3922
243,2019-02-26,26,5,APARTAMENTO,3152
244,2018-11-19,8,22,HABITACION,3368
245,2018-12-28,14,35,HABITACION,3209
246,2019-09-13,13,38,HABITACION,3528
247,2019-03-03,11,10,HABITACION,3488
248,2019-05-30,7,26,APARTAMENTO,3075
249,2020-05-09,9,27,APARTAMENTO,3800
250,2019-07-15,2,21,HABITACION,3189
251,2019-12-02,7,25,APARTAMENTO,3832
252,2020-02-08,24,39,APARTAMENTO,3624
253,2019-03-16,15,28,APARTAMENTO,3504
254,2019-02-28,18,6,APARTAMENTO,3050
255,2019-04-15,1,34,APARTAMENTO,3042
256,2019-05-26,26,27,APARTAMENTO,3165
257,2018-11-17,5,5,HABITACION,3799
258,2019-10-25,24,36,APARTAMENTO,3612
259,2018-12-02,27,30,APARTAMENTO,3440
260,2019-09-26,8,24,APARTAMENTO,3944
261,2019-05-30,14,6,APARTAMENTO,3498
262,2019-10-18,4,24,APARTAMENTO,3810
263,2019-04-18,1,26,APARTAMENTO,3876
264,2020-02-20,14,27,APARTAMENTO,3638
265,2019-04-28,30,3,HABITACION,3642
266,2020-03-24,10,20,APARTAMENTO,3843
267,2019-07-01,13,25,HABITACION,3271
268,2019-08-13,23,31,HABITACION,3264
269,2019-01-09,13,15,APARTAMENTO,3466
270,2019-05-25,16,4,APARTAMENTO,3262
271,2019-04-21,2,25,HABITACION,3690
272,2019-11-11,30,29,HABITACION,3628
273,2019-03-13,9,8,HABITACION,3841
274,2019-10-19,19,14,HABITACION,3880
275,2020-04-28,11,12,APARTAMENTO,3214
276,2019-09-21,16,2,APARTAMENTO,3293
277,2019-01-14,30,4,HABITACION,3256
278,2020-02-04,21,34,HABITACION,3497
279,2019-03-19,30,6,HABITACION,3618
280,2019-10-26,17,37,APARTAMENTO,3260
281,2019-08-04,28,22,APARTAMENTO,3089
282,2019-12-14,7,8,HABITACION,3954
283,2019-08-08,29,39,APARTAMENTO,3437
284,2019-11-09,30,27,HABITACION,3619
285,2018-10-27,3,11,HABITACION,3418
286,2018-11-24,24,10,HABITACION,3117
287,2020-01-21,14,35,HABITACION,3984
288,2019-01-31,6,7,HABITACION,3266
289,2019-02-05,7,24,APARTAMENTO,3916
290,2018-11-02,5,23,APARTAMENTO,3141
291,2019-01-25,7,37,HABITACION,3127
292,2019-03-30,21,33,APARTAMENTO,3782
293,2018-12-04,20,4,HABITACION,3828
294,2020-01-14,30,36,HABITACION,3840
295,2018-12-01,19,10,HABITACION,3350
296,2020-03-01,30,28,APARTAMENTO,3702
297,2018-11-19,6,22,HABITACION,3802
298,2019-01-28,8,38,APARTAMENTO,3451
299,2019-07-08,18,26,HABITACION,3578
300,2020-01-31,23,33,HABITACION,3560
301,2019-11-02,24,1,HABITACION,3707
302,2020-03-06,22,5,APARTAMENTO,3864
303,2019-07-10,17,17,APARTAMENTO,3878
304,2018-12-01,5,21,APARTAMENTO,3049
305,2019-04-24,20,11,HABITACION,3951
306,2019-10-01,19,38,HABITACION,3712
307,2019-01-15,13,11,HABITACION,3607
308,2018-11-29,13,9,HABITACION,3938
309,2019-03-21,27,15,APARTAMENTO,3780
310,2019-01-29,3,8,HABITACION,3962
311,2019-07-26,19,10,APARTAMENTO,3500
312,2019-07-21,17,2,HABITACION,3481
313,2019-08-27,2,30,HABITACION,3817
314,2019-09-17,28,4,HABITACION,3771
315,2018-11-27,17,36,HABITACION,3024
316,2019-08-20,6,21,HABITACION,3283
317,2018-12-13,16,27,APARTAMENTO,3647
318,2020-05-11,21,8,HABITACION,3085
319,2019-03-03,23,39,APARTAMENTO,3781
320,2019-04-16,22,33,APARTAMENTO,3476
321,2020-04-18,14,9,HABITACION,3283
322,2019-08-01,30,19,HABITACION,3284
323,2019-01-08,12,1,APARTAMENTO,3575
324,2019-10-20,25,4,HABITACION,3316
325,2019-09-19,12,15,APARTAMENTO,3531
326,2019-12-25,3,26,HABITACION,3594
327,2019-09-02,12,18,HABITACION,3830
328,2019-04-19,10,25,HABITACION,3714
329,2019-07-21,2,23,APARTAMENTO,3835
330,2019-10-05,17,11,APARTAMENTO,3827
331,2020-04-30,21,12,HABITACION,3887
332,2018-11-07,4,3,APARTAMENTO,3997
333,2019-05-18,12,1,APARTAMENTO,3288
334,2020-03-04,16,34,HABITACION,3850
335,2019-04-01,4,27,HABITACION,3234
336,2019-12-25,5,30,HABITACION,3328
337,2019-09-10,18,37,HABITACION,3886
338,2020-01-10,7,5,HABITACION,3342
339,2019-06-25,3,39,APARTAMENTO,3251
340,2019-08-19,17,16,HABITACION,3185
341,2019-01-04,10,20,APARTAMENTO,3043
342,2019-03-29,27,5,APARTAMENTO,3208
343,2019-07-19,26,10,HABITACION,3247
344,2019-09-24,12,9,HABITACION,3688
345,2019-05-12,10,9,HABITACION,3058
346,2019-09-24,27,24,HABITACION,3207
347,2018-10-30,22,9,HABITACION,3066
348,2019-03-24,11,23,HABITACION,3505
349,2020-02-13,22,26,APARTAMENTO,3823
350,2020-04-20,9,23,APARTAMENTO,3537
351,2019-01-24,13,28,HABITACION,3126
352,2020-04-24,21,18,HABITACION,3797
353,2019-11-08,8,9,HABITACION,3315
354,2019-05-09,23,40,APARTAMENTO,3254
355,2018-11-06,15,39,HABITACION,3116
356,2019-09-08,2,1,HABITACION,3764
357,2020-03-22,7,30,APARTAMENTO,3057
358,2020-04-02,11,16,HABITACION,3764
359,2019-01-03,11,31,HABITACION,3333
360,2020-01-15,19,17,HABITACION,3130
361,2018-11-11,8,40,HABITACION,3462
362,2019-01-19,18,5,APARTAMENTO,3552
363,2019-12-10,12,11,HABITACION,3723
364,2019-12-11,8,20,APARTAMENTO,3094
365,2018-11-04,19,25,HABITACION,3763
366,2020-04-25,29,17,HABITACION,3184
367,2019-02-10,7,30,APARTAMENTO,3074
368,2018-11-30,7,24,HABITACION,3432
369,2019-07-01,16,28,APARTAMENTO,3156
370,2019-08-04,1,13,HABITACION,3225
371,2019-08-28,23,37,HABITACION,3188
372,2018-12-06,7,17,HABITACION,3830
373,2019-01-02,8,18,APARTAMENTO,3811
374,2019-12-18,29,29,APARTAMENTO,3769
375,2019-06-15,19,36,HABITACION,3253
376,2019-08-09,12,11,APARTAMENTO,3212
377,2020-04-22,9,14,APARTAMENTO,3736
378,2019-12-16,1,3,HABITACION,3938
379,2019-06-12,2,17,HABITACION,3916
380,2019-06-09,12,33,APARTAMENTO,3663
381,2019-10-11,28,14,APARTAMENTO,3017
382,2019-03-15,4,23,APARTAMENTO,3603
383,2019-10-07,24,1,APARTAMENTO,3440
384,2019-10-12,1,28,HABITACION,3925
385,2020-04-19,18,2,HABITACION,3398
386,2019-09-27,16,5,HABITACION,3298
387,2019-07-25,3,33,HABITACION,3897
388,2019-07-27,29,20,APARTAMENTO,3390
389,2019-10-21,9,30,HABITACION,3695
390,2020-02-05,27,11,APARTAMENTO,3003
391,2020-02-18,2,38,HABITACION,3414
392,2019-07-15,26,38,APARTAMENTO,3072
393,2019-12-31,24,13,APARTAMENTO,3717
394,2019-12-14,4,13,HABITACION,3731
395,2019-03-18,30,39,APARTAMENTO,3953
396,2019-05-30,8,10,HABITACION,3400
397,2019-08-13,8,13,HABITACION,3363
398,2019-02-11,21,19,HABITACION,3866
399,2019-12-04,13,2,APARTAMENTO,3137
400,2019-03-05,10,25,HABITACION,3889
401,2019-03-01,12,22,APARTAMENTO,3597
402,2019-06-13,4,25,APARTAMENTO,3078
403,2020-05-09,2,36,HABITACION,3342
404,2020-05-13,7,6,APARTAMENTO,3227
405,2019-01-23,16,39,HABITACION,3669
406,2020-03-02,2,2,APARTAMENTO,3348
407,2018-10-22,26,23,APARTAMENTO,3258
408,2020-05-13,22,21,HABITACION,3236
409,2019-06-26,28,22,APARTAMENTO,3490
410,2018-10-29,11,15,HABITACION,3398
411,2018-11-16,19,23,HABITACION,3714
412,2019-12-25,21,18,APARTAMENTO,3382
413,2018-12-21,11,37,HABITACION,3154
414,2019-03-21,11,19,APARTAMENTO,3790
415,2020-05-01,27,27,APARTAMENTO,3136
416,2019-09-20,20,10,HABITACION,3738
417,2019-07-13,29,14,APARTAMENTO,3939
418,2018-12-29,14,29,HABITACION,3239
419,2018-12-01,28,9,APARTAMENTO,3064
420,2018-11-18,14,30,APARTAMENTO,3903
421,2019-02-04,30,21,APARTAMENTO,3057
422,2020-03-02,3,19,HABITACION,3290
423,2020-05-22,14,32,HABITACION,3348
424,2019-11-03,1,33,APARTAMENTO,3584
425,2019-10-30,4,32,APARTAMENTO,3527
426,2019-11-22,17,27,HABITACION,3466
427,2020-03-26,17,5,HABITACION,3512
428,2019-11-06,16,19,HABITACION,3514
429,2018-12-07,5,20,HABITACION,3564
430,2020-04-06,24,36,HABITACION,3185
431,2020-01-29,21,14,APARTAMENTO,3887
432,2019-05-28,25,29,HABITACION,3588
433,2019-09-21,17,6,HABITACION,3822
434,2020-04-17,19,7,HABITACION,3854
435,2019-05-13,21,1,APARTAMENTO,3623
436,2019-07-15,6,5,HABITACION,3436
437,2019-02-10,8,29,HABITACION,3388
438,2020-04-19,10,18,HABITACION,3744
439,2020-04-10,2,14,APARTAMENTO,3008
440,2019-12-06,16,19,HABITACION,3178
441,2019-04-27,23,29,HABITACION,3225
442,2019-04-28,22,34,APARTAMENTO,3920
443,2018-12-20,19,16,HABITACION,3468
444,2020-02-05,9,18,APARTAMENTO,3257
445,2019-07-11,9,2,APARTAMENTO,3311
446,2019-03-16,6,27,APARTAMENTO,3720
447,2020-05-21,16,12,HABITACION,3806
448,2020-03-11,18,24,HABITACION,3628
449,2019-09-03,10,27,APARTAMENTO,3681
450,2020-05-19,6,16,APARTAMENTO,3081
451,2019-01-20,18,15,HABITACION,3717
452,2018-12-08,17,8,HABITACION,3555
453,2019-10-30,24,34,HABITACION,3060
454,2020-04-19,17,24,APARTAMENTO,3096
455,2019-06-13,22,35,APARTAMENTO,3822
456,2019-04-09,23,10,HABITACION,3755
457,2018-11-01,26,21,HABITACION,3943
458,2019-04-19,15,9,APARTAMENTO,3978
459,2018-12-20,23,1,HABITACION,3047
460,2019-01-24,15,1,APARTAMENTO,3960
461,2019-05-27,14,13,APARTAMENTO,3103
462,2018-10-31,19,1,APARTAMENTO,3839
463,2019-02-21,26,23,APARTAMENTO,3887
464,2018-12-31,9,37,APARTAMENTO,3186
465,2018-11-22,21,17,HABITACION,3199
466,2020-03-06,30,15,HABITACION,3584
467,2020-02-08,21,19,APARTAMENTO,3425
468,2019-12-17,23,5,HABITACION,3053
469,2019-09-12,22,26,APARTAMENTO,3288
470,2020-01-01,2,2,APARTAMENTO,3490
471,2020-03-12,5,13,HABITACION,3747
472,2020-01-06,9,39,HABITACION,3173
473,2019-05-01,21,6,APARTAMENTO,3232
474,2019-03-15,12,23,HABITACION,3602
475,2019-10-25,3,21,APARTAMENTO,3086
476,2020-04-07,14,20,HABITACION,3867
477,2020-02-06,29,2,HABITACION,3569
478,2018-12-21,1,40,APARTAMENTO,3318
479,2019-07-19,7,16,HABITACION,3926
480,2019-09-05,6,6,APARTAMENTO,3915
481,2019-08-23,26,34,APARTAMENTO,3884
482,2019-03-23,26,4,HABITACION,3787
483,2019-09-25,30,25,HABITACION,3156
484,2019-04-28,28,17,APARTAMENTO,3578
485,2019-09-07,2,2,APARTAMENTO,3773
486,2019-10-04,21,17,HABITACION,3350
487,2019-06-16,9,32,HABITACION,3978
488,2019-11-26,29,11,APARTAMENTO,3412
489,2020-03-28,24,31,HABITACION,3626
490,2019-02-09,29,12,HABITACION,3117
491,2019-03-19,28,32,HABITACION,3141
492,2020-03-02,4,25,APARTAMENTO,3941
493,2019-11-08,15,38,APARTAMENTO,3813
494,2020-05-13,25,4,APARTAMENTO,3915
495,2020-05-21,2,19,APARTAMENTO,3861
496,2019-06-27,8,25,HABITACION,3108
497,2019-01-30,18,31,HABITACION,3114
498,2020-03-04,13,20,APARTAMENTO,3264
499,2018-12-12,28,24,APARTAMENTO,3654
500,2019-04-14,13,17,HABITACION,3746
